0,157894737;0,808300395;0,427807487;0,742268041;0,380434783;0,372413793;0,426160338;0,716981132;0,406940063;0,99999956;0,544715447;0,029304029;0,438659059
0,428947368;0,794466403;0,582887701;0,969072165;0,673913044;0,424137931;0,489451477;0,754716981;0,725552051;0,999999687;0,536585366;0,21978022;0,44935806
0,439473684;0,679841897;0,299465241;0,587628866;0,663043478;0,372413793;0,388185654;0,679245283;0,242902208;0,999999556;0,552845529;0,304029304;0,353067047
0,121052632;0,760869565;0,390374332;0,680412371;0,532608696;0,010344828;0,335443038;0,79245283;0,441640379;0,999999341;0,691056911;0,201465202;0,142653352
0,418421053;0,634387352;0,192513369;0,463917526;0,47826087;0,372413793;0,504219409;0,509433962;0,555205047;0,999999693;0,544715447;0,391941392;0,67403709
0,165789474;0,798418972;0,4171123;0,762886598;0,543478261;0,210344828;0,356540084;0,603773585;0,507886435;0,999999448;0,536585366;0,421245421;0,164051355
0,115789474;0,776679842;0,4171123;0,793814433;0,717391304;0,475862069;0,540084388;0,679245283;0,504731861;0,999999599;0,56097561;0,153846154;0,278174037
0,202631579;0,721343874;0,331550802;0,639175258;0,445652174;0,44137931;0,542194093;0,660377359;0,735015773;0,999999619;0,528455285;0,153846154;0,274607703
0;0,822134387;0,56684492;0,824742268;0,706521739;0,372413793;0,443037975;0,698113208;0,504731861;0,999999604;0,512195122;0,421245421;0,452924394
0,255263158;0,87944664;0,513368984;0,721649485;0,695652174;0,310344828;0,407172996;0,830188679;0,545741325;0,9999994;0,569105691;0,164835165;0,452924394
0,192105263;0,719367589;0,497326203;0,618556701;0,619565217;0,320689655;0,371308017;0,830188679;0,378548896;0,999999549;0,37398374;0,304029304;0,12125535
0,186842105;0,853754941;0,486631016;0,680412371;0,72826087;0,579310345;0,55907173;0,754716981;0,634069401;0,999999624;0,43902439;0,432234432;0,285306705
0,284210526;0,804347826;0,438502674;0,721649485;0,793478261;0,44137931;0,489451477;0,698113208;0,558359622;0,999999564;0,455284553;0,402930403;0,256776034
0,021052632;0,804347826;0,449197861;0,958762887;0,77173913;0,268965517;0,293248945;0,433962264;0,242902208;0,999999584;0,37398374;0,465201465;0,378031384
0,118421053;0,776679842;0,454545455;0,927835052;0,652173913;0,2;0,303797468;0,698113208;0,195583596;0,999999372;0,414634146;0,366300366;0,094864479
0,315789474;0,788537549;0,28342246;0,659793814;0,543478261;0,355172414;0,457805907;0,679245283;0,668769716;0,999999392;0,349593496;0,41025641;0,263908702
0,139473684;0,766798419;0,272727273;0,515463918;0,456521739;0,372413793;0,4092827;0,622641509;0,507886435;0,999999503;0,520325203;0,494505495;0,285306705
0,263157895;0,835968379;0,326203209;0,515463918;0,510869565;0,320689655;0,35443038;0,490566038;0,586750789;0,999999463;0,471544715;0,523809524;0,392296719
0,168421053;0,83201581;0,401069519;0,695876289;0,586956522;0,2;0,242616034;0,641509434;0,542586751;0,999999251;0,390243902;0,432234432;0
0,313157895;0,533596838;0,35828877;0,762886598;0,5;0,406896552;0,432489452;0,924528302;0,605678233;0,999999614;0,609756098;0,234432234;0,595577746
0,647368421;0,960474308;1;1;0,804347826;0,655172414;0,951476793;0,716981132;0,996845426;0,999999932;0,536585366;0,798534799;0,827389444
0,657894737;0,928853755;0,50802139;0,721649485;0,663043478;0,631034483;0,841772152;0,056603774;1;0,999999799;0,37398374;0,853479854;0,713266762
0,57631579;0,877470356;0,647058824;0,680412371;0,673913044;0,64137931;0,774261603;0,245283019;0,933753943;0,999999549;0,593495935;0,882783883;0,877318117
0,305263158;0,899209486;0,700534759;0,618556701;0,739130435;0,613793103;0,694092827;0,641509434;0,899053628;0,999999746;0,390243902;0,564102564;0,7489301
0,647368421;0,922924901;0,572192513;0,567010309;0,815217391;0,131034483;0,417721519;0,886792453;0,539432177;0,99999968;0,398373984;0,413919414;0,89871612
0,7;0,859683795;0,374331551;0,567010309;0,630434783;0,686206897;0,702531646;0,396226415;0,804416404;0,999999831;0,211382114;0,648351648;0,945078459
0,647368421;0,907114625;0,35828877;0,613402062;0,695652174;0,503448276;0,512658228;0,547169811;0,47318612;0,999999665;0,422764228;0,622710623;0,714693295
0,452631579;0,946640316;0,818181818;0,773195876;0,913043478;0,310344828;0,400843882;0,754716981;0,410094637;0,999999594;0,479674797;0,3003663;0,840228245
0,647368421;0,915019763;0,700534759;0,536082474;0,913043478;0,610344828;0,64978903;0,735849057;0,80126183;0,999999657;0,479674797;0,190476191;0,834522111
0,392105263;0,960474308;0,465240642;0,670103093;0,565217391;0,465517241;0,797468354;0,20754717;0,996845426;0,999999809;0,56097561;0,758241758;0,663338088
0,689473684;0,911067194;0,79144385;0,680412371;0,119565217;0,7;0,801687764;0,981132076;0,340694006;0,999999841;0,349593496;0,340659341;0,686162625
0,668421053;0,828063241;0,545454546;0,494845361;0,641304348;0,95862069;0,856540084;0,547169811;0,668769716;0,999999821;0,653658537;0,798534799;0,577746077
